county,state,fips,zone,lat,lng,ne_lat,ne_lng,sw_lat,sw_lng
Autauga,AL,001001,Central Time (US & Canada),32.5349,-86.6428,32.708213,-86.4111719,32.3075739,-86.9212369
Baldwin,AL,001003,Central Time (US & Canada),30.9471,-87.7615,31.319017,-87.3866281,30.221516,-88.02907429999999
Barbour,AL,001005,Central Time (US & Canada),31.8696,-85.3932,32.148251,-85.0549585,31.617565,-85.7484329
Bibb,AL,001007,Central Time (US & Canada),32.9986,-87.1264,33.246926,-86.8760229,32.831522,-87.421989
Blount,AL,001009,Central Time (US & Canada),33.9809,-86.5674,34.260483,-86.3034979,33.7651709,-86.963358
Bullock,AL,001011,Central Time (US & Canada),32.1005,-85.7161,32.305289,-85.4100419,31.88027499999999,-85.999258
Butler,AL,001013,Central Time (US & Canada),31.7524,-86.6803,32.126492,-88.183453,32.0678349,-88.255465
Calhoun,AL,001015,Central Time (US & Canada),33.7714,-85.8261,33.96846,-85.529432,33.5559299,-86.14522029999999
Chambers,AL,001017,Central Time (US & Canada),32.9144,-85.392,33.109038,-85.1221889,32.72853,-85.5936529
Cherokee,AL,001019,Central Time (US & Canada),34.176,-85.6038,34.7714689,-87.953328,34.745401,-87.9841989
Chilton,AL,001021,Central Time (US & Canada),32.8479,-86.7188,33.07188,-86.373994,32.660117,-87.0191569
Choctaw,AL,001023,Central Time (US & Canada),32.0192,-88.2628,32.3105525,-87.9289045,31.697881,-88.473227
Clarke,AL,001025,Central Time (US & Canada),31.6709,-87.8309,31.991355,-87.50093,31.185486,-88.1799583
Clay,AL,001027,Central Time (US & Canada),33.2691,-85.8605,33.754782,-86.542568,33.644356,-86.664839
Cleburne,AL,001029,Central Time (US & Canada),33.6745,-85.5188,33.9642039,-85.304439,33.469226,-85.88778200000002
Coffee,AL,001031,Central Time (US & Canada),31.4026,-85.9882,31.619311,-85.7891389,31.182023,-86.196365
Colbert,AL,001033,Central Time (US & Canada),34.7005,-87.8049,34.9012256,-87.4160079,34.56623,-88.139988
Conecuh,AL,001035,Central Time (US & Canada),31.4293,-86.9936,31.7530349,-86.662082,31.181133,-87.427516
Coosa,AL,001037,Central Time (US & Canada),32.9362,-86.2476,33.1047019,-85.999748,32.753434,-86.5181583
Covington,AL,001039,Central Time (US & Canada),31.2485,-86.4512,31.529623,-86.186876,30.993258,-86.7027909
Crenshaw,AL,001041,Central Time (US & Canada),31.7315,-86.3136,32.05171,-86.1439499,31.440072,-86.50394800000001
Cullman,AL,001043,Central Time (US & Canada),34.132,-86.8676,34.25071,-86.776552,34.0996929,-86.9007269
Dale,AL,001045,Central Time (US & Canada),31.4318,-85.611,31.620566,-85.415334,31.195179,-85.7915809
Dallas,AL,001047,Central Time (US & Canada),32.3258,-87.1065,32.729532,-86.806867,32.047202,-87.47308
DeKalb,AL,001049,Central Time (US & Canada),34.4598,-85.8041,34.860371,-85.513612,34.199262,-86.118911
Elmore,AL,001051,Central Time (US & Canada),32.5966,-86.1492,32.5658,-86.300308,32.519632,-86.34779999999999
Escambia,AL,001053,Central Time (US & Canada),31.1262,-87.1616,31.261997,-86.688063,30.994487,-87.61607400000001
Etowah,AL,001055,Central Time (US & Canada),34.0453,-86.0348,34.200756,-85.737138,33.841598,-86.3696209
Fayette,AL,001057,Central Time (US & Canada),33.7212,-87.7389,33.7327499,-87.8066379,33.6545039,-87.8551009
Franklin,AL,001059,Central Time (US & Canada),34.4417,-87.8438,32.4792239,-85.7852839,32.435434,-85.82699900000001
Geneva,AL,001061,Central Time (US & Canada),31.095,-85.839,31.087048,-85.839719,31.002001,-85.917436
Greene,AL,001063,Central Time (US & Canada),32.8531,-87.9522,33.1536569,-87.706271,32.517727,-88.2064197
Hale,AL,001065,Central Time (US & Canada),32.7627,-87.6291,33.006824,-87.420132,32.48068,-87.86974909999999
Henry,AL,001067,Central Time (US & Canada),31.5147,-85.2414,31.774364,-85.041305,31.307675,-85.4180349
Houston,AL,001069,Central Time (US & Canada),31.1532,-85.3025,31.314973,-84.999428,30.997064,-85.712436
Jackson,AL,001071,Central Time (US & Canada),34.7794,-85.9993,31.582973,-87.853652,31.491672,-87.921931
Jefferson,AL,001073,Central Time (US & Canada),33.5543,-86.8965,33.843237,-86.516662,33.245995,-87.3393409
Lamar,AL,001075,Central Time (US & Canada),33.7792,-88.0969,34.058333,-87.946305,33.523987,-88.274619
Lauderdale,AL,001077,Central Time (US & Canada),34.9015,-87.6544,35.007889,-87.210759,34.7334388,-88.1930557
Lawrence,AL,001079,Central Time (US & Canada),34.522,-87.311,34.79946899999999,-87.1052496,34.299096,-87.531024
Lee,AL,001081,Central Time (US & Canada),32.6012,-85.3556,32.746515,-85.0010676,32.4098399,-85.696955
Limestone,AL,001083,Central Time (US & Canada),34.8101,-86.9813,34.999024,-86.783582,34.5526134,-87.27529729999999
Lowndes,AL,001085,Central Time (US & Canada),32.1547,-86.6501,32.4066819,-86.396357,31.961601,-86.908597
Macon,AL,001087,Central Time (US & Canada),32.386,-85.6926,32.5959329,-85.433543,32.231949,-86.023164
Madison,AL,001089,Central Time (US & Canada),34.7631,-86.5502,34.761283,-86.7060499,34.6626119,-86.8156319
Marengo,AL,001091,Central Time (US & Canada),32.2476,-87.7895,32.5472679,-87.472206,31.989832,-88.1178091
Marion,AL,001093,Central Time (US & Canada),34.1366,-87.8871,32.6726339,-87.284151,32.59957,-87.3491959
Marshall,AL,001095,Central Time (US & Canada),34.3669,-86.3066,34.6001429,-86.057712,34.099097,-86.581936
Mobile,AL,001097,Central Time (US & Canada),30.5283,-88.2363,30.843458,-87.956616,30.560374,-88.22125290000001
Monroe,AL,001099,Central Time (US & Canada),31.5706,-87.3658,31.831795,-86.9058989,31.227268,-87.784796
Montgomery,AL,001101,Central Time (US & Canada),32.2202,-86.2076,32.437677,-86.072205,32.249921,-86.41987
Morgan,AL,001103,Central Time (US & Canada),34.4535,-86.8529,34.670251,-86.5510393,34.304694,-87.110199
Perry,AL,001105,Central Time (US & Canada),32.6385,-87.2942,32.875129,-87.017653,32.307279,-87.52568190000001
Pickens,AL,001107,Central Time (US & Canada),33.2809,-88.0887,33.534008,-87.83659600000001,32.991199,-88.34043190000001
Pike,AL,001109,Central Time (US & Canada),31.8024,-85.9409,32.06189000000001,-85.657668,31.616414,-86.1994079
Randolph,AL,001111,Central Time (US & Canada),33.2938,-85.4591,33.5013779,-85.23237800000001,33.106634,-85.653949
Russell,AL,001113,Central Time (US & Canada),32.2884,-85.1849,32.5101561,-84.888246,32.0617079,-85.434747
St. Clair,AL,001115,Central Time (US & Canada),33.7157,-86.3147,33.9890514,-86.04489769999999,33.3925686,-86.5778019
Shelby,AL,001117,Central Time (US & Canada),33.2643,-86.6607,33.5461559,-86.34182729999999,33.0194262,-87.02684590000001
Sumter,AL,001119,Central Time (US & Canada),32.591,-88.1988,32.9958499,-87.8410967,32.307437,-88.421453
Talladega,AL,001121,Central Time (US & Canada),33.38,-86.1659,33.470852,-86.0487179,33.392437,-86.160403
Tallapoosa,AL,001123,Central Time (US & Canada),32.8624,-85.7975,33.10734,-85.592989,32.49297,-86.01389689999999
Tuscaloosa,AL,001125,Central Time (US & Canada),33.2895,-87.525,33.458866,-87.2426289,33.114897,-87.66158890000001
Walker,AL,001127,Central Time (US & Canada),33.8034,-87.2973,34.0036176,-86.953616,33.5130179,-87.6361189
Washington,AL,001129,Central Time (US & Canada),31.4077,-88.2071,31.6993029,-87.887267,31.114064,-88.4644249
Wilcox,AL,001131,Central Time (US & Canada),31.9892,-87.3082,32.269036,-86.8565759,31.827123,-87.667945
Winston,AL,001133,Central Time (US & Canada),34.1492,-87.3737,34.3069969,-87.109911,33.9871796,-87.636573
Aleutians East,AK,002013,Alaska,55.6096,-161.2029,56.8804532,-158.8906139,53.9522351,-166.2000545
Aleutians West,AK,002016,,52.0877,-174.8314,57.2495906,-166.0392335,51.214766,172.4546967
Anchorage,AK,002020,Alaska,61.1948,-149.5182,61.4838912,-148.460007,60.733791,-150.2862832
Bethel,AK,002050,Alaska,60.6713,-162.8471,60.833492,-161.6692661,60.74809699999999,-161.91819
Denali,AK,002068,Alaska,62.9842,-154.2532,64.365138,-146.972013,62.72200400000001,-153.001339
Dillingham,AK,002070,Alaska,59.2984,-157.2451,59.10091680000001,-158.4231531,58.99756099999999,-158.62779
Fairbanks North Star,AK,002090,Alaska,64.7065,-151.4866,65.454475,-143.8847951,64.2576359,-148.667165
Haines,AK,002100,Alaska,59.0942,-135.4295,59.2926699,-135.383454,59.196884,-135.5283728
Juneau,AK,002110,Alaska,59.0942,-135.4295,58.97385180000001,-133.176444,57.795075,-135.1767145
Kenai Peninsula,AK,002122,Alaska,59.2984,-157.2451,61.428157,-148.5623681,58.645009,-154.748766
Ketchikan Gateway,AK,002130,Alaska,55.5399,-132.0549,55.9727569,-130.9289585,55.11006709999999,-131.8818702
Kodiak Island,AK,002150,Alaska,59.2984,-157.2451,57.997181,-152.159027,56.740906,-154.8015289
Lake and Peninsula,AK,002164,Alaska,55.6096,-161.2029,60.908538,-153.393185,55.6383909,-159.903652
Matanuska-Susitna,AK,002170,Alaska,61.5198,-156.3169,63.482913,-146.42522,61.1910885,-153.0051151
Nome,AK,002180,Alaska,64.5057,-168.3102,64.56107,-165.3221429,64.4872304,-165.50152
North Slope,AK,002185,Alaska,66.8027,-165.286,71.39038000000001,-141.0026569,67.9989399,-166.8479579
Northwest Arctic,AK,002188,Alaska,66.8027,-165.286,68.301028,-154.1322779,65.435857,-165.3498278
Prince of Wales-Outer Ke,AK,002201,Alaska,55.2951,-133.0075,,,,
Sitka,AK,002220,Alaska,58.1518,-136.5895,58.00138689999999,-134.616319,56.1608849,-136.4445706
Skagway-Hoonah-Angoon,AK,002232,Alaska,58.1518,-136.5895,59.79962599999999,-132.3679839,57.0098891,-137.946484
Southeast Fairbanks,AK,002240,Alaska,64.2155,-146.6153,65.840075,-141.0021109,61.90103000000001,-147.0031849
Valdez-Cordova,AK,002261,Alaska,60.3983,-148.9941,63.222612,-141.0018529,59.76097050000001,-148.7464499
Wade Hampton,AK,002270,Alaska,62.1753,-163.9603,63.2755977,-160.18666,60.9207906,-166.1875022
Wrangell-Petersburg,AK,002280,Alaska,58.0224,-133.7989,57.426861,-130.987445,55.645039,-134.666717
Yakutat,AK,002282,Alaska,59.9186,-140.5769,59.70326919999999,-139.4000908,59.446223,-139.8611908
Yukon-Koyukuk,AK,002290,Alaska,65.4916,-162.5763,68.5072979,-141.002465,61.945452,-161.0477061
Apache,AZ,004001,Arizona,36.4046,-110.9711,36.999389,-109.045223,33.475417,-110.000705
Cochise,AZ,004003,Arizona,31.6043,-110.3833,32.427652,-109.047612,31.332502,-110.460917
Coconino,AZ,004005,Arizona,35.7341,-112.5569,37.0032749,-110.750671,34.2584109,-113.354176
Gila,AZ,004007,Arizona,33.5759,-110.9898,34.4993119,-110.00058,32.9836729,-111.720728
Graham,AZ,004009,Arizona,31.9331,-110.3073,33.6527509,-109.113987,32.424475,-110.458136
Greenlee,AZ,004011,Arizona,32.8686,-109.7443,33.778748,-109.046564,32.4261769,-109.495774
La Paz,AZ,004012,Arizona,33.6128,-114.4701,34.319126,-113.333078,33.025385,-114.731223
Maricopa,AZ,004013,Arizona,33.697,-112.864,34.04817,-111.039905,32.5049379,-113.334436
Mohave,AZ,004015,Arizona,34.6762,-114.3492,37.0007699,-112.528968,34.209626,-114.743671
Navajo,AZ,004017,Arizona,35.4788,-111.1876,37.0042599,-109.826711,33.567175,-110.7509
Pima,AZ,004019,Arizona,32.2167,-112.9766,32.514187,-110.447318,31.426075,-113.334105
Pinal,AZ,004021,Arizona,32.1434,-112.064,33.466104,-110.448354,32.501202,-112.203736
Santa Cruz,AZ,004023,Arizona,31.6207,-111.163,31.73181899999999,-110.45172,31.332177,-111.36689
Yavapai,AZ,004025,Arizona,34.8361,-112.6554,35.531137,-111.461299,33.8881547,-113.334161
Yuma,AZ,004027,Arizona,32.6473,-114.5311,32.7322939,-114.45913,32.479067,-114.684986
Arkansas,AR,005001,Central Time (US & Canada),34.2908,-91.3749,34.56782889999999,-91.05207500000002,33.9375099,-91.711795
Ashley,AR,005003,Central Time (US & Canada),33.1912,-91.7679,33.3982139,-91.4573339,33.005915,-92.143596
Baxter,AR,005005,Central Time (US & Canada),36.2872,-92.337,,,,
Benton,AR,005007,Central Time (US & Canada),36.3392,-94.2573,34.650185,-92.51482,34.5344089,-92.621493
Boone,AR,005009,Central Time (US & Canada),36.3086,-93.0915,36.49843,-92.8540489,36.114132,-93.300828
Bradley,AR,005011,Central Time (US & Canada),33.4659,-92.1622,33.107684,-93.648759,33.089456,-93.66426
Calhoun,AR,005013,Central Time (US & Canada),33.558,-92.5031,33.802198,-92.3110859,33.26979,-92.7767439
Carroll,AR,005015,Central Time (US & Canada),36.341,-93.5382,36.499316,-93.2956859,36.1212639,-93.8905419
Chicot,AR,005017,Central Time (US & Canada),33.2672,-91.294,,,,
Clark,AR,005019,Central Time (US & Canada),34.051,-93.1764,34.340851,-92.8766019,33.7701209,-93.502208
Clay,AR,005021,Central Time (US & Canada),36.3685,-90.4173,36.49867589999999,-90.062733,36.200601,-90.8066159
Cleburne,AR,005023,Central Time (US & Canada),35.5381,-92.0267,35.71219,-91.789823,35.358287,-92.252759
Cleveland,AR,005025,Central Time (US & Canada),33.8984,-92.1852,,,,
Columbia,AR,005027,Central Time (US & Canada),33.2143,-93.2273,33.455045,-92.9784689,33.017268,-93.4905199
Conway,AR,005029,Central Time (US & Canada),35.2622,-92.7014,35.146803,-92.380752,35.005866,-92.541859
Craighead,AR,005031,Central Time (US & Canada),35.8308,-90.6328,35.99641,-90.2867069,35.6999179,-91.036965
Crawford,AR,005033,Central Time (US & Canada),35.5889,-94.243,35.7646359,-93.892247,35.3512726,-94.4931299
Crittenden,AR,005035,Central Time (US & Canada),35.2079,-90.3089,35.441763,-90.064612,34.83296990000001,-90.506475
Cross,AR,005037,Central Time (US & Canada),35.2958,-90.7713,35.449711,-90.502169,35.1433679,-91.04267000000002
Dallas,AR,005039,Central Time (US & Canada),33.9698,-92.6545,,,,
Desha,AR,005041,Central Time (US & Canada),33.8333,-91.254,34.119489,-90.8704609,33.517148,-91.557648
Drew,AR,005043,Central Time (US & Canada),33.5895,-91.72,33.792246,-91.4503249,33.38895400000001,-92.015334
Faulkner,AR,005045,Central Time (US & Canada),35.147,-92.3321,35.368395,-92.111463,34.8495462,-92.598367
Franklin,AR,005047,Central Time (US & Canada),35.5123,-93.8906,36.187215,-91.738563,36.1445529,-91.794675
Fulton,AR,005049,Central Time (US & Canada),36.3817,-91.8183,33.616957,-93.809119,33.6083579,-93.8185539
Garland,AR,005051,Central Time (US & Canada),34.5767,-93.1504,33.371728,-93.703677,33.3491349,-93.722042
Grant,AR,005053,Central Time (US & Canada),34.29,-92.4236,34.4958529,-92.208041,34.0596369,-92.678383
Greene,AR,005055,Central Time (US & Canada),36.1177,-90.5591,36.267992,-90.190207,35.964708,-90.8599407
Hempstead,AR,005057,Central Time (US & Canada),33.7354,-93.6684,34.008899,-93.456255,33.476075,-93.9680669
Hot Spring,AR,005059,Central Time (US & Canada),34.3177,-92.946,34.5061139,-92.668711,34.149622,-93.408124
Howard,AR,005061,Central Time (US & Canada),34.0887,-93.9934,34.355629,-93.8207219,33.747709,-94.2561279
Independence,AR,005063,Central Time (US & Canada),35.7415,-91.5698,35.942963,-91.1976229,35.526271,-91.870983
Izard,AR,005065,Central Time (US & Canada),36.0949,-91.9134,36.2612479,-91.674143,35.867411,-92.215203
Jackson,AR,005067,Central Time (US & Canada),35.5994,-91.2146,35.8900239,-91.032499,35.354245,-91.584682
Jefferson,AR,005069,Central Time (US & Canada),34.2688,-91.9315,,,,
Johnson,AR,005071,Central Time (US & Canada),35.5701,-93.4599,36.149737,-94.1477139,36.117032,-94.1980109
Lafayette,AR,005073,Central Time (US & Canada),33.2408,-93.6073,33.4820379,-93.365534,33.018442,-93.86041
Lawrence,AR,005075,Central Time (US & Canada),36.0413,-91.1071,36.257899,-90.7474709,35.88087,-91.35723
Lee,AR,005077,Central Time (US & Canada),34.7806,-90.782,34.9119419,-90.407944,34.6308984,-91.102542
Lincoln,AR,005079,Central Time (US & Canada),33.9575,-91.7333,35.970863,-94.38255,35.9334459,-94.4398899
Little River,AR,005081,Central Time (US & Canada),33.7005,-94.2343,33.945281,-93.824483,33.533673,-94.485878
Logan,AR,005083,Central Time (US & Canada),35.2153,-93.7163,35.423078,-93.278635,35.019715,-94.141835
Lonoke,AR,005085,Central Time (US & Canada),34.7542,-91.8887,34.812013,-91.875435,34.7696569,-91.9328829
Madison,AR,005087,Central Time (US & Canada),36.011,-93.7246,35.035604,-90.707212,35.005901,-90.751188
Marion,AR,005089,Central Time (US & Canada),36.2684,-92.6842,35.2532659,-90.128098,35.1534989,-90.286903
Miller,AR,005091,Central Time (US & Canada),33.3124,-93.8918,33.614089,-93.6655179,33.019067,-94.0434499
Mississippi,AR,005093,Central Time (US & Canada),35.7639,-90.054,36.00085990000001,-89.64483790000001,35.389277,-90.289017
Monroe,AR,005095,Central Time (US & Canada),34.6778,-91.2038,35.004261,-91.000458,34.336256,-91.447795
Montgomery,AR,005097,Central Time (US & Canada),34.5388,-93.6595,34.746463,-93.393889,34.3395269,-93.935378
Nevada,AR,005099,Central Time (US & Canada),33.6641,-93.3072,33.960851,-93.104289,33.440444,-93.4839739
Newton,AR,005101,Central Time (US & Canada),35.92,-93.2179,36.1251819,-92.9385099,35.724663,-93.5260869
Ouachita,AR,005103,Central Time (US & Canada),33.5933,-92.882,33.8224249,-92.566284,33.3555939,-93.1190139
Perry,AR,005105,Central Time (US & Canada),34.9474,-92.9315,35.04941790000001,-92.7863409,35.039989,-92.8033009
Phillips,AR,005107,Central Time (US & Canada),34.4283,-90.848,34.645721,-90.540736,34.118688,-91.1179049
Pike,AR,005109,Central Time (US & Canada),34.1636,-93.6564,34.350097,-93.370302,33.9430119,-93.937006
Poinsett,AR,005111,Central Time (US & Canada),35.574,-90.6629,35.7085549,-90.2862569,35.4385745,-91.039373
Polk,AR,005113,Central Time (US & Canada),34.4858,-94.2281,34.7289619,-93.9301009,34.189864,-94.4703399
Pope,AR,005115,Central Time (US & Canada),35.4476,-93.0342,35.728831,-92.8097629,35.11737400000001,-93.298959
Prairie,AR,005117,Central Time (US & Canada),34.8297,-91.5528,35.091411,-91.3438499,34.479639,-91.803879
Pulaski,AR,005119,Central Time (US & Canada),34.7699,-92.3118,35.0144839,-92.029507,34.4893519,-92.7554519
Randolph,AR,005121,Central Time (US & Canada),36.3415,-91.0278,36.498689,-90.7483829,36.114802,-91.407437
St. Francis,AR,005123,Central Time (US & Canada),35.022,-90.7478,36.461574,-90.1382,36.4486009,-90.148206
Saline,AR,005125,Central Time (US & Canada),34.6466,-92.6766,34.859128,-92.244209,34.4108809,-93.075279
Scott,AR,005127,Central Time (US & Canada),34.8608,-94.0633,34.718784,-92.0719869,34.676845,-92.126413
Searcy,AR,005129,Central Time (US & Canada),35.9109,-92.6995,35.26954,-91.660884,35.194945,-91.801136
Sebastian,AR,005131,Central Time (US & Canada),35.1993,-94.274,35.450911,-94.0285469,34.930929,-94.447774
Sevier,AR,005133,Central Time (US & Canada),33.9973,-94.2412,34.192596,-93.977053,33.7531702,-94.477299
Sharp,AR,005135,Central Time (US & Canada),36.1611,-91.4799,36.497653,-91.2585819,35.8906209,-91.710797
Stone,AR,005137,Central Time (US & Canada),35.8599,-92.1567,36.132988,-91.8360809,35.704932,-92.41841
Union,AR,005139,Central Time (US & Canada),33.1713,-92.5973,33.387887,-92.0691049,33.008162,-92.988715
Van Buren,AR,005141,Central Time (US & Canada),35.5807,-92.5157,35.486243,-94.2977339,35.40471,-94.415509
Washington,AR,005143,Central Time (US & Canada),35.98,-94.2147,33.780626,-93.6746,33.76533,-93.692206
White,AR,005145,Central Time (US & Canada),35.2563,-91.7457,35.5342119,-91.3452789,35.020575,-92.119833
Woodruff,AR,005147,Central Time (US & Canada),35.1863,-91.2431,35.445845,-91.039782,34.912452,-91.479075
Yell,AR,005149,Central Time (US & Canada),35.0026,-93.4113,35.3039674,-92.896109,34.743393,-93.710297
Alameda,CA,006001,Pacific Time (US & Canada),37.5938,-122.165,37.797192,-122.2247523,37.71863,-122.3319293
Alpine,CA,006003,Pacific Time (US & Canada),38.7829,-120.3423,32.889092,-116.694641,32.798908,-116.819092
Amador,CA,006005,Pacific Time (US & Canada),38.6268,-121.5625,38.709022,-120.072332,38.2238807,-121.02771
Butte,CA,006007,Pacific Time (US & Canada),39.3764,-121.926,40.152032,-121.076695,39.295668,-122.069431
Calaveras,CA,006009,Pacific Time (US & Canada),37.7581,-121.041,38.5099899,-120.019951,37.8314219,-120.9876929
Colusa,CA,006011,Pacific Time (US & Canada),39.8175,-122.7565,39.2183459,-121.988425,39.189088,-122.027305
Contra Costa,CA,006013,Pacific Time (US & Canada),37.5938,-122.165,38.0998779,-121.534102,37.718629,-122.4357179
Del Norte,CA,006015,Pacific Time (US & Canada),41.0243,-124.0956,42.001047,-123.517907,41.380776,-124.2645251
El Dorado,CA,006017,Pacific Time (US & Canada),38.6268,-121.5625,,,,
Fresno,CA,006019,Pacific Time (US & Canada),36.6211,-120.5021,36.908905,-119.65464,36.66216190000001,-119.934483
Glenn,CA,006021,Pacific Time (US & Canada),39.8175,-122.7565,39.8005609,-121.856381,39.3829459,-122.938413
Humboldt,CA,006023,Pacific Time (US & Canada),41.0243,-124.0956,41.465846,-123.40604,40.0012479,-124.4096195
Imperial,CA,006025,Pacific Time (US & Canada),33.0422,-115.4701,32.8690799,-115.535756,32.8177699,-115.594846
Inyo,CA,006027,Pacific Time (US & Canada),36.8269,-118.341,37.465238,-115.648357,35.7867619,-118.790031
Kern,CA,006029,Pacific Time (US & Canada),35.7786,-119.7597,35.7982019,-117.616195,34.7906089,-120.194152
Kings,CA,006031,Pacific Time (US & Canada),35.7786,-119.7597,36.4889409,-119.474342,35.788678,-120.315068
Lake,CA,006033,Pacific Time (US & Canada),39.8175,-122.7565,39.5814,-122.340172,38.66750589999999,-123.094216
Lassen,CA,006035,Pacific Time (US & Canada),40.1971,-121.3501,41.184514,-119.995598,39.7076579,-121.332338
Los Angeles,CA,006037,Pacific Time (US & Canada),34.0839,-118.6898,34.337306,-118.155289,33.7036918,-118.668176
Madera,CA,006039,Pacific Time (US & Canada),37.051,-120.1167,37.00736,-120.034061,36.9287689,-120.183635
Marin,CA,006041,Pacific Time (US & Canada),38.2364,-122.9543,38.320945,-122.4186974,37.8152824,-123.0478511
Mariposa,CA,006043,Pacific Time (US & Canada),37.051,-120.1167,37.503389,-119.946806,37.460871,-119.988351
Mendocino,CA,006045,Pacific Time (US & Canada),39.2518,-123.582,39.323305,-123.77067,39.3009008,-123.8164897
Merced,CA,006047,Pacific Time (US & Canada),36.6211,-120.5021,37.3756909,-120.399427,37.221798,-120.543354
Modoc,CA,006049,Pacific Time (US & Canada),41.8639,-121.6371,41.997613,-119.998287,41.183484,-121.457213
Mono,CA,006051,Pacific Time (US & Canada),37.939,-118.8867,38.713212,-117.832726,37.4625879,-119.651509
Monterey,CA,006053,Pacific Time (US & Canada),36.6165,-121.7566,36.6185127,-121.80811,36.5702452,-121.926888
Napa,CA,006055,Pacific Time (US & Canada),38.5515,-122.6939,38.35083400000001,-122.222196,38.221091,-122.357721
Nevada,CA,006057,Pacific Time (US & Canada),39.3764,-121.926,39.5269199,-120.003773,39.005347,-121.279784
Orange,CA,006059,Pacific Time (US & Canada),33.7028,-117.7899,33.847415,-117.736118,33.773617,-117.904336
Placer,CA,006061,Pacific Time (US & Canada),38.6268,-121.5625,39.316496,-120.005577,38.7129693,-121.484376
Plumas,CA,006063,Pacific Time (US & Canada),40.1971,-121.3501,40.449715,-120.099339,39.5972639,-121.49788
Riverside,CA,006065,Pacific Time (US & Canada),33.6256,-117.455,34.01951409999999,-117.275174,33.872517,-117.523882
Sacramento,CA,006067,Pacific Time (US & Canada),38.1432,-121.7623,38.685507,-121.36274,38.437574,-121.56012
San Benito,CA,006069,Pacific Time (US & Canada),36.6769,-121.5047,,,,
San Bernardino,CA,006071,Pacific Time (US & Canada),33.8486,-117.2412,34.230706,-117.164972,34.05011289999999,-117.402452
CA524,CA,0San Bernardino,,0.0,35.1398,41.601735,-83.43220900000001,41.59733200000001,-83.433461
San Diego,CA,006073,Pacific Time (US & Canada),33.6256,-117.455,33.114249,-116.90816,32.534856,-117.2821665
San Francisco,CA,006075,Pacific Time (US & Canada),37.7558,-122.4423,37.9297707,-122.3279148,37.6933354,-123.1077733
San Joaquin,CA,006077,Pacific Time (US & Canada),38.1432,-121.7623,36.614464,-120.173244,36.595276,-120.219046
San Luis Obispo,CA,006079,Pacific Time (US & Canada),35.327,-120.7407,35.31199,-120.617795,35.233002,-120.722977
San Mateo,CA,006081,Pacific Time (US & Canada),37.374,-122.3923,37.5923972,-122.275478,37.510937,-122.355782
Santa Barbara,CA,006083,Pacific Time (US & Canada),34.7217,-120.4263,34.461145,-119.63992,34.3952424,-119.859791
 and Fresno County Foothills,CA,0CA093,,0.0,0.0,36.6138982,-119.5548443,36.6127725,-119.5549805
Santa Clara,CA,006085,Pacific Time (US & Canada),37.5938,-122.165,37.418939,-121.929735,37.322842,-122.00537
Santa Cruz,CA,006087,Pacific Time (US & Canada),37.374,-122.3923,37.010849,-121.986219,36.9480051,-122.108741
Shasta,CA,006089,Pacific Time (US & Canada),39.8175,-122.7565,41.184978,-121.319972,40.2853749,-123.068838
Sierra,CA,006091,Pacific Time (US & Canada),40.466,-120.5471,39.776877,-120.00082,39.39148489999999,-121.058203
Siskiyou,CA,006093,Pacific Time (US & Canada),41.5562,-123.1641,42.0095169,-121.445994,40.992193,-123.719174
Solano,CA,006095,Pacific Time (US & Canada),38.1432,-121.7623,38.53904989999999,-121.593273,38.039753,-122.406964
Sonoma,CA,006097,Pacific Time (US & Canada),38.2364,-122.9543,38.3075909,-122.416089,38.2745959,-122.48211
Stanislaus,CA,006099,Pacific Time (US & Canada),37.7581,-121.041,38.077421,-120.387329,37.134774,-121.486775
Sutter,CA,006101,Pacific Time (US & Canada),39.3764,-121.926,39.1716399,-121.728776,39.14217,-121.772675
Tehama,CA,006103,Pacific Time (US & Canada),39.8175,-122.7565,40.030414,-122.115589,40.014682,-122.137954
Trinity,CA,006105,Pacific Time (US & Canada),40.7799,-123.7672,41.368139,-122.445453,39.977015,-123.6238909
Tulare,CA,006107,Pacific Time (US & Canada),35.7797,-119.1856,36.24767990000001,-119.295804,36.123464,-119.392845
Tuolumne,CA,006109,Pacific Time (US & Canada),37.7581,-121.041,38.433147,-119.196182,37.633704,-120.653237
Ventura,CA,006111,Pacific Time (US & Canada),34.6292,-119.1351,34.370909,-119.14556,34.2345617,-119.322627
Yolo,CA,006113,Pacific Time (US & Canada),38.6268,-121.5625,38.92593,-121.501017,38.3130479,-122.422048
Yuba,CA,006115,Pacific Time (US & Canada),39.3764,-121.926,39.6394589,-121.009477,38.918349,-121.636472
Adams,CO,008001,Mountain Time (US & Canada),39.7656,-104.804,40.001478,-103.705695,39.7368789,-105.0533389
Alamosa,CO,008003,Mountain Time (US & Canada),37.5614,-105.8929,37.494062,-105.853224,37.44083,-105.910331
Arapahoe,CO,008005,Mountain Time (US & Canada),39.7656,-104.804,39.740835,-103.706547,39.563764,-105.0542146
Archuleta,CO,008007,Mountain Time (US & Canada),37.5206,-107.6597,37.423623,-106.476229,36.992424,-107.482413
Baca,CO,008009,Mountain Time (US & Canada),37.3192,-102.5605,37.644424,-102.040878,36.993016,-103.087277
Bent,CO,008011,Mountain Time (US & Canada),37.9551,-103.0717,38.267796,-102.740346,37.643299,-103.404426
